"Station","Species","DateTimeOriginal","Date","Time","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","Directory","FileName","n_images"
"SLC 123 Skoyo B","Livestock",2015-02-04 00:39:52,2015-02-04,"00:39:52",161654,2694.2,44.9,1.9,"Data-21-22/SLC 123 Skoyo B/Livestock","02040992.JPG",7
"SLC 124 Skoyo","Ibex",2022-02-12 06:00:46,2022-02-12,"06:00:46",0,0,0,0,"Data-21-22/SLC 124 Skoyo/Ibex","02120007.AVI",2
"SLC 124 Skoyo","Other",2022-02-07 11:05:04,2022-02-07,"11:05:04",0,0,0,0,"Data-21-22/SLC 124 Skoyo/Other","02080006.AVI",1
"SLC 124 Skoyo","Other",2022-02-14 15:03:20,2022-02-14,"15:03:20",619096,10318.3,172,7.2,"Data-21-22/SLC 124 Skoyo/Other","02150009.AVI",1
"SLC 124 Skoyo","Other",2022-02-23 12:59:44,2022-02-23,"12:59:44",770184,12836.4,213.9,8.9,"Data-21-22/SLC 124 Skoyo/Other","02240011.AVI",1
"SLC 124 Skoyo","Snow Leopard",2021-12-26 15:26:54,2021-12-26,"15:26:54",0,0,0,0,"Data-21-22/SLC 124 Skoyo/Snow Leopard","12270004.AVI",1
"SLC 124 Skoyo","Snow Leopard",2022-03-07 06:19:22,2022-03-07,"06:19:22",6101548,101692.5,1694.9,70.6,"Data-21-22/SLC 124 Skoyo/Snow Leopard","03070015.AVI",1
"SLC 124 Skoyo B","Fox",2015-01-01 03:06:32,2015-01-01,"03:06:32",0,0,0,0,"Data-21-22/SLC 124 Skoyo B/Fox","01010004.AVI",1
"SLC 124 Skoyo B","Fox",2015-01-01 05:36:56,2015-01-01,"05:36:56",9024,150.4,2.5,0.1,"Data-21-22/SLC 124 Skoyo B/Fox","01010005.AVI",1
"SLC 124 Skoyo B","Fox",2015-01-12 02:57:46,2015-01-12,"02:57:46",940850,15680.8,261.3,10.9,"Data-21-22/SLC 124 Skoyo B/Fox","01120014.AVI",1
"SLC 124 Skoyo B","Markhor",2015-01-19 10:58:22,2015-01-19,"10:58:22",0,0,0,0,"Data-21-22/SLC 124 Skoyo B/Markhor","01190031.AVI",2
"SLC 124 Skoyo B","Other",2015-01-04 21:55:58,2015-01-04,"21:55:58",0,0,0,0,"Data-21-22/SLC 124 Skoyo B/Other","01050007.AVI",1
"SLC 124 Skoyo B","Other",2015-01-05 01:14:34,2015-01-05,"01:14:34",11916,198.6,3.3,0.1,"Data-21-22/SLC 124 Skoyo B/Other","01050008.AVI",1
"SLC 124 Skoyo B","Other",2015-01-12 22:57:18,2015-01-12,"22:57:18",682964,11382.7,189.7,7.9,"Data-21-22/SLC 124 Skoyo B/Other","01130015.AVI",1
"SLC 124 Skoyo B","Other",2015-01-13 20:45:48,2015-01-13,"20:45:48",78510,1308.5,21.8,0.9,"Data-21-22/SLC 124 Skoyo B/Other","01140017.AVI",1
"SLC 124 Skoyo B","Other",2015-01-13 23:09:48,2015-01-13,"23:09:48",8640,144,2.4,0.1,"Data-21-22/SLC 124 Skoyo B/Other","01140018.AVI",1
"SLC 124 Skoyo B","Other",2015-01-14 00:33:36,2015-01-14,"00:33:36",5028,83.8,1.4,0.1,"Data-21-22/SLC 124 Skoyo B/Other","01140019.AVI",2
"SLC 124 Skoyo B","Other",2015-01-16 06:17:02,2015-01-16,"06:17:02",193406,3223.4,53.7,2.2,"Data-21-22/SLC 124 Skoyo B/Other","01160023.AVI",1
"SLC 124 Skoyo B","Other",2015-01-17 00:25:20,2015-01-17,"00:25:20",65298,1088.3,18.1,0.8,"Data-21-22/SLC 124 Skoyo B/Other","01170024.AVI",2
"SLC 124 Skoyo B","Other",2015-01-17 02:25:46,2015-01-17,"02:25:46",7226,120.4,2,0.1,"Data-21-22/SLC 124 Skoyo B/Other","01170026.AVI",2
"SLC 124 Skoyo B","Other",2015-01-17 03:58:30,2015-01-17,"03:58:30",5564,92.7,1.5,0.1,"Data-21-22/SLC 124 Skoyo B/Other","01170028.AVI",1
"SLC 124 Skoyo B","Other",2015-01-19 04:53:04,2015-01-19,"04:53:04",176074,2934.6,48.9,2,"Data-21-22/SLC 124 Skoyo B/Other","01190029.AVI",1
"SLC 124 Skoyo B","Other",2015-01-20 06:05:02,2015-01-20,"06:05:02",90718,1512,25.2,1,"Data-21-22/SLC 124 Skoyo B/Other","01200033.AVI",1
"SLC 124 Skoyo B","Other",2015-01-25 02:24:36,2015-01-25,"02:24:36",418774,6979.6,116.3,4.8,"Data-21-22/SLC 124 Skoyo B/Other","01250035.AVI",1
"SLC 124 Skoyo B","Other",2015-01-28 20:14:56,2015-01-28,"20:14:56",323420,5390.3,89.8,3.7,"Data-21-22/SLC 124 Skoyo B/Other","01290072.AVI",1
"SLC 124 Skoyo B","Other",2015-01-31 09:17:52,2015-01-31,"09:17:52",219776,3662.9,61,2.5,"Data-21-22/SLC 124 Skoyo B/Other","01310074.AVI",1
"SLC 124 Skoyo B","Other",2015-01-31 17:51:58,2015-01-31,"17:51:58",30846,514.1,8.6,0.4,"Data-21-22/SLC 124 Skoyo B/Other","02010075.AVI",1
"SLC 124 Skoyo B","Other",2015-02-22 07:25:56,2015-02-22,"07:25:56",1863238,31054,517.6,21.6,"Data-21-22/SLC 124 Skoyo B/Other","02220149.AVI",1
"SLC 126 Thallay ","Other",2021-12-28 11:30:58,2021-12-28,"11:30:58",0,0,0,0,"Data-21-22/SLC 126 Thallay /Other","12290005.AVI",1
"SLC 126 Thallay ","Other",2021-12-30 14:57:14,2021-12-30,"14:57:14",185176,3086.3,51.4,2.1,"Data-21-22/SLC 126 Thallay /Other","12310006.AVI",1
"SLC 126 Thallay ","Other",2022-01-14 10:26:20,2022-01-14,"10:26:20",1279746,21329.1,355.5,14.8,"Data-21-22/SLC 126 Thallay /Other","01140007.AVI",1
"SLC 126 Thallay ","Other",2022-01-14 13:50:38,2022-01-14,"13:50:38",12258,204.3,3.4,0.1,"Data-21-22/SLC 126 Thallay /Other","01150008.AVI",1
"SLC 126 Thallay ","Other",2022-01-19 12:48:40,2022-01-19,"12:48:40",428282,7138,119,5,"Data-21-22/SLC 126 Thallay /Other","01200009.AVI",1
"SLC 126 Thallay ","Other",2022-01-25 13:13:46,2022-01-25,"13:13:46",519906,8665.1,144.4,6,"Data-21-22/SLC 126 Thallay /Other","01260010.AVI",1
"SLC 126 Thallay ","Other",2022-01-29 14:16:02,2022-01-29,"14:16:02",349336,5822.3,97,4,"Data-21-22/SLC 126 Thallay /Other","01300011.AVI",1
"SLC 126 Thallay ","Other",2022-02-01 07:22:06,2022-02-01,"07:22:06",234364,3906.1,65.1,2.7,"Data-21-22/SLC 126 Thallay /Other","02010012.AVI",1
"SLC 126 Thallay ","Other",2022-02-11 12:14:58,2022-02-11,"12:14:58",881572,14692.9,244.9,10.2,"Data-21-22/SLC 126 Thallay /Other","02120013.AVI",1
"SLC 126 Thallay ","Other",2022-02-12 15:44:40,2022-02-12,"15:44:40",98982,1649.7,27.5,1.1,"Data-21-22/SLC 126 Thallay /Other","02130014.AVI",1
"SLC 126 Thallay ","Other",2022-02-22 05:49:42,2022-02-22,"05:49:42",828302,13805,230.1,9.6,"Data-21-22/SLC 126 Thallay /Other","02220015.AVI",1
"SLC 126 Thallay ","Other",2022-02-22 06:22:16,2022-02-22,"06:22:16",1954,32.6,0.5,0,"Data-21-22/SLC 126 Thallay /Other","02220016.AVI",2
"SLC 126 Thallay ","Other",2022-02-24 08:43:50,2022-02-24,"08:43:50",181294,3021.6,50.4,2.1,"Data-21-22/SLC 126 Thallay /Other","02240018.AVI",1
"SLC 139 Hushe","Snow Leopard",2015-01-03 09:20:40,2015-01-03,"09:20:40",0,0,0,0,"Data-21-22/SLC 139 Hushe/Snow Leopard","IMG_0012.AVI",1
"SLC 139 Hushe","Snow Leopard",2021-11-23 02:40:34,2021-11-23,"02:40:34",217358394,3622639.9,60377.3,2515.7,"Data-21-22/SLC 139 Hushe/Snow Leopard","IMG_0005.AVI",1
"SLC 139 Hushe","Snow Leopard",2021-12-04 02:35:28,2021-12-04,"02:35:28",950094,15834.9,263.9,11,"Data-21-22/SLC 139 Hushe/Snow Leopard","IMG_0007.AVI",1
"SLC 139 Hushe","Snow Leopard",2021-12-08 02:12:00,2021-12-08,"02:12:00",344192,5736.5,95.6,4,"Data-21-22/SLC 139 Hushe/Snow Leopard","IMG_0013.AVI",1
"SLC 139 Hushe","Snow Leopard",2021-12-08 15:21:04,2021-12-08,"15:21:04",47344,789.1,13.2,0.5,"Data-21-22/SLC 139 Hushe/Snow Leopard","IMG_0014.AVI",1
"SLC 139 Hushe","Snow Leopard",2021-12-11 14:50:22,2021-12-11,"14:50:22",257358,4289.3,71.5,3,"Data-21-22/SLC 139 Hushe/Snow Leopard","IMG_12.AVI",1
"SLC 139 Hushe","Snow Leopard",2022-01-08 02:42:20,2022-01-08,"02:42:20",2375518,39592,659.9,27.5,"Data-21-22/SLC 139 Hushe/Snow Leopard","IMG_0027.AVI",2
"SLC 139 Hushe","Snow Leopard",2022-01-13 01:45:02,2022-01-13,"01:45:02",428562,7142.7,119,5,"Data-21-22/SLC 139 Hushe/Snow Leopard","IMG_0031.AVI",1
"SLC 140","Fox",2022-01-19 10:11:36,2022-01-19,"10:11:36",0,0,0,0,"Data-21-22/SLC 140/Fox","IMG_0027.AVI",1
"SLC 140","Fox",2022-01-24 11:53:04,2022-01-24,"11:53:04",438088,7301.5,121.7,5.1,"Data-21-22/SLC 140/Fox","IMG_0029.AVI",1
"SLC 140","Ibex",2021-11-21 02:16:10,2021-11-21,"02:16:10",0,0,0,0,"Data-21-22/SLC 140/Ibex","IMG_0006.AVI",1
"SLC 140","Ibex",2021-11-24 13:34:56,2021-11-24,"13:34:56",299926,4998.8,83.3,3.5,"Data-21-22/SLC 140/Ibex","IMG_0010.AVI",3
"SLC 140","Ibex",2021-12-18 03:18:40,2021-12-18,"03:18:40",2036624,33943.7,565.7,23.6,"Data-21-22/SLC 140/Ibex","IMG_0022.AVI",1
"SLC 140","Ibex",2021-12-21 20:35:26,2021-12-21,"20:35:26",321406,5356.8,89.3,3.7,"Data-21-22/SLC 140/Ibex","IMG_0024.AVI",1
"SLC 140","Ibex",2022-02-07 00:02:24,2022-02-07,"00:02:24",4073218,67887,1131.4,47.1,"Data-21-22/SLC 140/Ibex","IMG_0032.AVI",1
"SLC 140","Markhor",2021-11-25 14:32:58,2021-11-25,"14:32:58",0,0,0,0,"Data-21-22/SLC 140/Markhor","IMG_0014.AVI",1
"SLC 140","Markhor",2021-11-27 14:25:38,2021-11-27,"14:25:38",172360,2872.7,47.9,2,"Data-21-22/SLC 140/Markhor","IMG_0015.AVI",1
"SLC 140","Markhor",2021-12-08 18:41:00,2021-12-08,"18:41:00",965722,16095.4,268.3,11.2,"Data-21-22/SLC 140/Markhor","IMG_0019.AVI",1
"SLC 140","Markhor",2021-12-18 03:17:00,2021-12-18,"03:17:00",808560,13476,224.6,9.4,"Data-21-22/SLC 140/Markhor","IMG_0021.AVI",2
"SLC 140","Markhor",2021-12-21 21:41:24,2021-12-21,"21:41:24",325464,5424.4,90.4,3.8,"Data-21-22/SLC 140/Markhor","IMG_0025.AVI",1
"SLC 140","Other",2021-11-21 13:09:44,2021-11-21,"13:09:44",0,0,0,0,"Data-21-22/SLC 140/Other","IMG_0008.AVI",1
"SLC 140","Other",2021-12-02 11:50:26,2021-12-02,"11:50:26",945642,15760.7,262.7,10.9,"Data-21-22/SLC 140/Other","IMG_0017.AVI",1
"SLC 140","Other",2021-12-03 00:58:00,2021-12-03,"00:58:00",47254,787.6,13.1,0.5,"Data-21-22/SLC 140/Other","IMG_0018.AVI",1
"SLC 140 Krabathang","Fox",2022-03-22 10:12:02,2022-03-22,"10:12:02",0,0,0,0,"Data-21-22/SLC 140 Krabathang/Fox","IMG_0014.AVI",1
"SLC 140 Krabathang","Fox",2022-03-22 12:00:34,2022-03-22,"12:00:34",6512,108.5,1.8,0.1,"Data-21-22/SLC 140 Krabathang/Fox","IMG_0015.AVI",1
"SLC 140 Krabathang","Fox",2022-04-24 13:53:26,2022-04-24,"13:53:26",2857972,47632.9,793.9,33.1,"Data-21-22/SLC 140 Krabathang/Fox","IMG_0028.AVI",1
"SLC 140 Krabathang","Ibex",2022-04-03 02:02:30,2022-04-03,"02:02:30",0,0,0,0,"Data-21-22/SLC 140 Krabathang/Ibex","IMG_0018.AVI",1
"SLC 140 Krabathang","Ibex",2022-04-08 17:33:24,2022-04-08,"17:33:24",487854,8130.9,135.5,5.6,"Data-21-22/SLC 140 Krabathang/Ibex","IMG_0021.AVI",2
"SLC 140 Krabathang","Ibex",2022-04-19 06:14:48,2022-04-19,"06:14:48",909684,15161.4,252.7,10.5,"Data-21-22/SLC 140 Krabathang/Ibex","IMG_0027.AVI",1
"SLC 140 Krabathang","Livestock",2022-03-08 01:58:10,2022-03-08,"01:58:10",0,0,0,0,"Data-21-22/SLC 140 Krabathang/Livestock","IMG_0002.AVI",3
"SLC 140 Krabathang","Livestock",2022-03-12 00:36:20,2022-03-12,"00:36:20",340690,5678.2,94.6,3.9,"Data-21-22/SLC 140 Krabathang/Livestock","IMG_0005.AVI",1
"SLC 140 Krabathang","Livestock",2022-03-16 04:58:04,2022-03-16,"04:58:04",361304,6021.7,100.4,4.2,"Data-21-22/SLC 140 Krabathang/Livestock","IMG_0007.AVI",4
"SLC 140 Krabathang","Other",2022-03-24 14:55:44,2022-03-24,"14:55:44",0,0,0,0,"Data-21-22/SLC 140 Krabathang/Other","IMG_0016.AVI",1
"SLC 140 Krabathang","Other",2022-03-28 20:35:58,2022-03-28,"20:35:58",366014,6100.2,101.7,4.2,"Data-21-22/SLC 140 Krabathang/Other","IMG_0017.AVI",1
"SLC 140 Krabathang","Other",2022-04-11 11:33:26,2022-04-11,"11:33:26",1177048,19617.5,327,13.6,"Data-21-22/SLC 140 Krabathang/Other","IMG_0023.AVI",1
"SLC 140 Krabathang","Snow Leopard",2022-03-19 23:52:22,2022-03-19,"23:52:22",0,0,0,0,"Data-21-22/SLC 140 Krabathang/Snow Leopard","IMG_0013.AVI",1
"SLC 199 Skoyo","Fox",2022-01-25 19:28:10,2022-01-25,"19:28:10",0,0,0,0,"Data-21-22/SLC 199 Skoyo/Fox","01260017.AVI",1
"SLC 199 Skoyo","Livestock",2022-02-08 10:45:18,2022-02-08,"10:45:18",0,0,0,0,"Data-21-22/SLC 199 Skoyo/Livestock","02080024.AVI",2
"SLC 199 Skoyo","Other",2022-01-19 11:39:04,2022-01-19,"11:39:04",0,0,0,0,"Data-21-22/SLC 199 Skoyo/Other","01200014.AVI",1
"SLC 199 Skoyo","Snow Leopard",2021-12-11 16:44:52,2021-12-11,"16:44:52",0,0,0,0,"Data-21-22/SLC 199 Skoyo/Snow Leopard","12120009.AVI",1
"SLC 199 Skoyo","Snow Leopard",2021-12-26 09:11:28,2021-12-26,"09:11:28",1268796,21146.6,352.4,14.7,"Data-21-22/SLC 199 Skoyo/Snow Leopard","12260010.AVI",1
"SLC 199 Skoyo","Snow Leopard",2021-12-29 18:19:58,2021-12-29,"18:19:58",292110,4868.5,81.1,3.4,"Data-21-22/SLC 199 Skoyo/Snow Leopard","12300011.AVI",1
"SLC 199 Skoyo","Snow Leopard",2022-01-12 16:22:12,2022-01-12,"16:22:12",1202534,20042.2,334,13.9,"Data-21-22/SLC 199 Skoyo/Snow Leopard","01130013.AVI",1
"SLC 199 Skoyo B","Markhor",2015-02-26 15:35:58,2015-02-26,"15:35:58",0,0,0,0,"Data-21-22/SLC 199 Skoyo B/Markhor","02270104.AVI",1
"SLC 199 Skoyo B","Other",2015-02-07 13:42:46,2015-02-07,"13:42:46",0,0,0,0,"Data-21-22/SLC 199 Skoyo B/Other","02080068.AVI",1
"SLC 199 Skoyo B","Other",2015-02-15 13:46:06,2015-02-15,"13:46:06",691400,11523.3,192.1,8,"Data-21-22/SLC 199 Skoyo B/Other","02160102.AVI",1
"SLC 199 Skoyo B","Snow Leopard",2015-02-16 05:26:40,2015-02-16,"05:26:40",0,0,0,0,"Data-21-22/SLC 199 Skoyo B/Snow Leopard","02160103.AVI",1
"SLC 201 Hushe","Ibex",2021-11-21 11:59:32,2021-11-21,"11:59:32",0,0,0,0,"Data-21-22/SLC 201 Hushe/Ibex","11220011.AVI",15
"SLC 201 Hushe","Ibex",2021-11-26 07:44:36,2021-11-26,"07:44:36",416704,6945.1,115.8,4.8,"Data-21-22/SLC 201 Hushe/Ibex","11260027.AVI",1
"SLC 201 Hushe","Ibex",2021-11-30 15:54:02,2021-11-30,"15:54:02",374966,6249.4,104.2,4.3,"Data-21-22/SLC 201 Hushe/Ibex","12010039.AVI",14
"SLC 201 Hushe","Ibex",2021-11-30 16:26:20,2021-11-30,"16:26:20",1938,32.3,0.5,0,"Data-21-22/SLC 201 Hushe/Ibex","12010054.AVI",3
"SLC 201 Hushe","Ibex",2021-12-03 18:24:42,2021-12-03,"18:24:42",266302,4438.4,74,3.1,"Data-21-22/SLC 201 Hushe/Ibex","12040071.AVI",19
"SLC 201 Hushe","Ibex",2021-12-03 19:00:42,2021-12-03,"19:00:42",2160,36,0.6,0,"Data-21-22/SLC 201 Hushe/Ibex","12040095.AVI",21
"SLC 201 Hushe","Ibex",2021-12-04 07:59:32,2021-12-04,"07:59:32",46730,778.8,13,0.5,"Data-21-22/SLC 201 Hushe/Ibex","12040126.AVI",1
"SLC 201 Hushe","Ibex",2021-12-04 16:59:02,2021-12-04,"16:59:02",32370,539.5,9,0.4,"Data-21-22/SLC 201 Hushe/Ibex","12050131.AVI",4
"SLC 201 Hushe","Ibex",2021-12-04 17:57:20,2021-12-04,"17:57:20",3498,58.3,1,0,"Data-21-22/SLC 201 Hushe/Ibex","12050135.AVI",1
"SLC 201 Hushe","Ibex",2021-12-07 18:02:58,2021-12-07,"18:02:58",259538,4325.6,72.1,3,"Data-21-22/SLC 201 Hushe/Ibex","12080157.AVI",3
"SLC 201 Hushe","Ibex",2021-12-09 20:51:46,2021-12-09,"20:51:46",182928,3048.8,50.8,2.1,"Data-21-22/SLC 201 Hushe/Ibex","12100160.AVI",18
"SLC 201 Hushe","Ibex",2021-12-09 21:28:50,2021-12-09,"21:28:50",2224,37.1,0.6,0,"Data-21-22/SLC 201 Hushe/Ibex","12100185.AVI",4
"SLC 201 Hushe","Ibex",2021-12-09 22:01:18,2021-12-09,"22:01:18",1948,32.5,0.5,0,"Data-21-22/SLC 201 Hushe/Ibex","12100196.AVI",6
"SLC 201 Hushe","Ibex",2021-12-13 16:53:58,2021-12-13,"16:53:58",327160,5452.7,90.9,3.8,"Data-21-22/SLC 201 Hushe/Ibex","12140215.AVI",13
"SLC 201 Hushe","Ibex",2021-12-13 17:29:08,2021-12-13,"17:29:08",2110,35.2,0.6,0,"Data-21-22/SLC 201 Hushe/Ibex","12140232.AVI",14
"SLC 201 Hushe","Livestock",2021-12-03 21:41:34,2021-12-03,"21:41:34",0,0,0,0,"Data-21-22/SLC 201 Hushe/Livestock","12040119.AVI",4
"SLC 201 Hushe","Other",2021-12-05 09:42:34,2021-12-05,"09:42:34",0,0,0,0,"Data-21-22/SLC 201 Hushe/Other","12050137.AVI",1
"SLC 201 Hushe","Other",2021-12-05 19:46:52,2021-12-05,"19:46:52",36258,604.3,10.1,0.4,"Data-21-22/SLC 201 Hushe/Other","12060138.AVI",8
"SLC 201 Hushe","Other",2021-12-05 21:31:40,2021-12-05,"21:31:40",6288,104.8,1.7,0.1,"Data-21-22/SLC 201 Hushe/Other","12060148.AVI",6
"SLC 201 Hushe","Other",2021-12-11 22:09:36,2021-12-11,"22:09:36",520676,8677.9,144.6,6,"Data-21-22/SLC 201 Hushe/Other","12120202.AVI",1
"SLC 201 Hushe","Other",2021-12-11 22:44:24,2021-12-11,"22:44:24",2088,34.8,0.6,0,"Data-21-22/SLC 201 Hushe/Other","12120205.AVI",4
"SLC 201 Hushe","Other",2021-12-12 21:34:00,2021-12-12,"21:34:00",82176,1369.6,22.8,1,"Data-21-22/SLC 201 Hushe/Other","12130212.AVI",3
"SLC 201 Hushe","Other",2021-12-13 21:32:12,2021-12-13,"21:32:12",86292,1438.2,24,1,"Data-21-22/SLC 201 Hushe/Other","12140253.AVI",17
"SLC 201 Hushe","Other",2021-12-16 17:02:12,2021-12-16,"17:02:12",243000,4050,67.5,2.8,"Data-21-22/SLC 201 Hushe/Other","12170272.AVI",1
"SLC 204","Fox",2022-01-15 18:31:40,2022-01-15,"18:31:40",0,0,0,0,"Data-21-22/SLC 204/Fox","01160024.AVI",1
"SLC 204","Fox",2022-01-18 20:35:38,2022-01-18,"20:35:38",266638,4444,74.1,3.1,"Data-21-22/SLC 204/Fox","01190026.AVI",1
"SLC 204","Ibex",2022-01-11 14:16:36,2022-01-11,"14:16:36",0,0,0,0,"Data-21-22/SLC 204/Ibex","01120010.AVI",4
"SLC 204","Ibex",2022-01-13 15:39:18,2022-01-13,"15:39:18",177762,2962.7,49.4,2.1,"Data-21-22/SLC 204/Ibex","01140019.AVI",1
"SLC 204","Markhor",2022-01-11 14:12:44,2022-01-11,"14:12:44",0,0,0,0,"Data-21-22/SLC 204/Markhor","01120008.AVI",4
"SLC 204","Markhor",2022-01-14 17:35:20,2022-01-14,"17:35:20",271356,4522.6,75.4,3.1,"Data-21-22/SLC 204/Markhor","01150021.AVI",1
"SLC 204","Snow Leopard",2021-11-23 23:40:18,2021-11-23,"23:40:18",0,0,0,0,"Data-21-22/SLC 204/Snow Leopard","11240004.AVI",1
"SLC 204","Snow Leopard",2021-12-24 00:07:26,2021-12-24,"00:07:26",2593628,43227.1,720.5,30,"Data-21-22/SLC 204/Snow Leopard","12240007.AVI",1
"SLC 204","Snow Leopard",2022-01-11 17:43:06,2022-01-11,"17:43:06",1618540,26975.7,449.6,18.7,"Data-21-22/SLC 204/Snow Leopard","01120017.AVI",2
"SLC 204","Snow Leopard",2022-01-14 17:30:18,2022-01-14,"17:30:18",258432,4307.2,71.8,3,"Data-21-22/SLC 204/Snow Leopard","01150020.AVI",1
"SLC 204","Snow Leopard",2022-01-17 00:58:14,2022-01-17,"00:58:14",199676,3327.9,55.5,2.3,"Data-21-22/SLC 204/Snow Leopard","01170025.AVI",1
"SLC 204 Krabathang","Snow Leopard",2022-04-03 01:05:42,2022-04-03,"01:05:42",0,0,0,0,"Data-21-22/SLC 204 Krabathang/Snow Leopard","04030022.AVI",0
"SLC 205","Ibex",2022-01-05 09:27:54,2022-01-05,"09:27:54",0,0,0,0,"Data-21-22/SLC 205/Ibex","01050012.AVI",2
"SLC 205","Ibex",2022-02-12 09:35:56,2022-02-12,"09:35:56",3283682,54728,912.1,38,"Data-21-22/SLC 205/Ibex","02120016.AVI",1
"SLC 205","Ibex",2022-02-12 14:11:34,2022-02-12,"14:11:34",16538,275.6,4.6,0.2,"Data-21-22/SLC 205/Ibex","02130017.AVI",1
"SLC 205","Other",2021-12-03 02:14:22,2021-12-03,"02:14:22",0,0,0,0,"Data-21-22/SLC 205/Other","12030009.AVI",1
"SLC 205","Other",2021-12-10 15:29:42,2021-12-10,"15:29:42",652520,10875.3,181.3,7.6,"Data-21-22/SLC 205/Other","12110010.AVI",1
"SLC 205","Other",2021-12-21 15:21:08,2021-12-21,"15:21:08",949886,15831.4,263.9,11,"Data-21-22/SLC 205/Other","12220011.AVI",1
"SLC 205","Other",2022-01-22 15:50:22,2022-01-22,"15:50:22",2766554,46109.2,768.5,32,"Data-21-22/SLC 205/Other","01230014.AVI",1
"SLC 205","Other",2022-02-08 14:32:10,2022-02-08,"14:32:10",1464108,24401.8,406.7,16.9,"Data-21-22/SLC 205/Other","02090015.AVI",1
"SLC 205","Snow Leopard",2021-11-23 03:45:48,2021-11-23,"03:45:48",0,0,0,0,"Data-21-22/SLC 205/Snow Leopard","11230004.AVI",1
"SLC 205 Krabathang","Snow Leopard",2022-03-20 10:57:04,2022-03-20,"10:57:04",0,0,0,0,"Data-21-22/SLC 205 Krabathang/Snow Leopard","03200002.AVI",0
"SLC 206","Fox",2022-02-11 19:15:52,2022-02-11,"19:15:52",0,0,0,0,"Data-21-22/SLC 206/Fox","02120007.AVI",1
"SLC 206","Ibex",2022-01-30 09:52:34,2022-01-30,"09:52:34",0,0,0,0,"Data-21-22/SLC 206/Ibex","01300006.AVI",1
"SLC 206","Ibex",2022-02-17 13:44:24,2022-02-17,"13:44:24",1569110,26151.8,435.9,18.2,"Data-21-22/SLC 206/Ibex","02180008.AVI",1
"SLC 206","Markhor",2021-12-26 09:03:08,2021-12-26,"09:03:08",0,0,0,0,"Data-21-22/SLC 206/Markhor","12260005.AVI",1
"SLC 206 Krabathang","Fox",2022-03-11 17:54:38,2022-03-11,"17:54:38",0,0,0,0,"Data-21-22/SLC 206 Krabathang/Fox","03120007.AVI",1
"SLC 206 Krabathang","Fox",2022-03-13 00:40:46,2022-03-13,"00:40:46",110768,1846.1,30.8,1.3,"Data-21-22/SLC 206 Krabathang/Fox","03130008.AVI",1
"SLC 206 Krabathang","Fox",2022-03-15 04:45:34,2022-03-15,"04:45:34",187488,3124.8,52.1,2.2,"Data-21-22/SLC 206 Krabathang/Fox","03150010.AVI",1
"SLC 206 Krabathang","Fox",2022-03-16 06:04:20,2022-03-16,"06:04:20",91126,1518.8,25.3,1.1,"Data-21-22/SLC 206 Krabathang/Fox","03160013.AVI",1
"SLC 206 Krabathang","Fox",2022-03-18 04:44:32,2022-03-18,"04:44:32",168012,2800.2,46.7,1.9,"Data-21-22/SLC 206 Krabathang/Fox","03180014.AVI",1
"SLC 206 Krabathang","Fox",2022-03-20 00:16:00,2022-03-20,"00:16:00",156688,2611.5,43.5,1.8,"Data-21-22/SLC 206 Krabathang/Fox","03200016.AVI",1
"SLC 206 Krabathang","Fox",2022-03-20 01:05:40,2022-03-20,"01:05:40",2980,49.7,0.8,0,"Data-21-22/SLC 206 Krabathang/Fox","03200017.AVI",1
"SLC 206 Krabathang","Fox",2022-03-20 22:22:02,2022-03-20,"22:22:02",76582,1276.4,21.3,0.9,"Data-21-22/SLC 206 Krabathang/Fox","03210019.AVI",1
"SLC 206 Krabathang","Fox",2022-03-23 00:02:06,2022-03-23,"00:02:06",178804,2980.1,49.7,2.1,"Data-21-22/SLC 206 Krabathang/Fox","03230021.AVI",3
"SLC 206 Krabathang","Fox",2022-03-23 03:35:46,2022-03-23,"03:35:46",12820,213.7,3.6,0.1,"Data-21-22/SLC 206 Krabathang/Fox","03230024.AVI",1
"SLC 206 Krabathang","Fox",2022-03-26 03:50:26,2022-03-26,"03:50:26",260080,4334.7,72.2,3,"Data-21-22/SLC 206 Krabathang/Fox","03260025.AVI",1
"SLC 206 Krabathang","Fox",2022-03-26 05:02:12,2022-03-26,"05:02:12",4306,71.8,1.2,0,"Data-21-22/SLC 206 Krabathang/Fox","03260026.AVI",1
"SLC 206 Krabathang","Fox",2022-03-29 02:46:08,2022-03-29,"02:46:08",251036,4183.9,69.7,2.9,"Data-21-22/SLC 206 Krabathang/Fox","03290031.AVI",2
"SLC 206 Krabathang","Fox",2022-04-01 21:11:16,2022-04-01,"21:11:16",325508,5425.1,90.4,3.8,"Data-21-22/SLC 206 Krabathang/Fox","04020035.AVI",1
"SLC 206 Krabathang","Fox",2022-04-03 21:09:56,2022-04-03,"21:09:56",172720,2878.7,48,2,"Data-21-22/SLC 206 Krabathang/Fox","04040036.AVI",1
"SLC 206 Krabathang","Fox",2022-04-06 04:36:36,2022-04-06,"04:36:36",199600,3326.7,55.4,2.3,"Data-21-22/SLC 206 Krabathang/Fox","04060039.AVI",1
"SLC 206 Krabathang","Fox",2022-04-06 22:29:38,2022-04-06,"22:29:38",64382,1073,17.9,0.7,"Data-21-22/SLC 206 Krabathang/Fox","04070040.AVI",1
